AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,ConferenceName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Norbert Ramsperger,57,Greece,No9@gmail.com,Decision Problems Concerning Thinness and Slenderness of Formal Languages.,1998,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Norbert Ramsperger,57,Greece,No9@gmail.com,Stratified Balanced Search Trees.,1982,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Norbert Ramsperger,57,Greece,No9@gmail.com,Purely Top-Down Updating Algorithms for Stratified Search Trees.,1985,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Norbert Ramsperger,57,Greece,No9@gmail.com,Crypt-Equivalent Algebraic Specifications.,1988,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Kim S. Larsen,46,Canadian,Ki10@gmail.com,Stratified Balanced Search Trees.,1982,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Kim S. Larsen,46,Canadian,Ki10@gmail.com,Crypt-Equivalent Algebraic Specifications.,1988,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Kim S. Larsen,46,Canadian,Ki10@gmail.com,On Some Decidable Properties of Finite State Translations.,1982,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ikuo Nakata,32,Swedish,Ik12@gmail.com,Purely Top-Down Updating Algorithms for Stratified Search Trees.,1985,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Ikuo Nakata,32,Swedish,Ik12@gmail.com,Crypt-Equivalent Algebraic Specifications.,1988,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Ikuo Nakata,32,Swedish,Ik12@gmail.com,On Some Decidable Properties of Finite State Translations.,1982,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Masataka Sassa,26,Greece,Ma7@gmail.com,Crypt-Equivalent Algebraic Specifications.,1988,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Masataka Sassa,26,Greece,Ma7@gmail.com,On Some Decidable Properties of Finite State Translations.,1982,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Masataka Sassa,26,Greece,Ma7@gmail.com,Size-Depth Tradeoff in Monotone Boolean Formulae.,1979,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Tien Van Do,64,Belgian,Ti17@gmail.com,On Some Decidable Properties of Finite State Translations.,1982,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ram Chakka,73,Swedish,Ra11@gmail.com,On Some Decidable Properties of Finite State Translations.,1982,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Ram Chakka,73,Swedish,Ra11@gmail.com,On Efficient Implementation of an Approximation Algorithm for the Steiner Tree Problem.,1990,International Conference on Computer Vision,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Ram Chakka,73,Swedish,Ra11@gmail.com,Coincidental extension of scattered context languages.,2003,International Conference on Computer Vision,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Ram Chakka,73,Swedish,Ra11@gmail.com,Parallel communicating grammar systems with terminal transmission.,2001,International Conference on Computer Vision,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Nam H. Do,64,German,Na1@gmail.com,Time Optimal Left to Right Construction of Position Trees.,1987,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Hsu-Chun Yen,29,Norwegian,Hs15@gmail.com,Time Optimal Left to Right Construction of Position Trees.,1987,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Hsu-Chun Yen,29,Norwegian,Hs15@gmail.com,Relaxed balance for search trees with local rebalancing.,2001,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Hsu-Chun Yen,29,Norwegian,Hs15@gmail.com,Analytic Models for the Primary Site Approach to Fault-Tolerance.,1989,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Vijay K. Vaishnavi,45,Scottish,Vi9@gmail.com,Parallel communicating grammar systems with terminal transmission.,2001,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Vijay K. Vaishnavi,45,Scottish,Vi9@gmail.com,Relaxed balance for search trees with local rebalancing.,2001,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Vijay K. Vaishnavi,45,Scottish,Vi9@gmail.com,Concurrent abstract state machines.,2016,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Hans-Peter Kriegel,25,French,Ha16@gmail.com,Concurrent abstract state machines.,2016,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Derick Wood,37,Irish,De14@gmail.com,Relaxed balance for search trees with local rebalancing.,2001,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Derick Wood,37,Irish,De14@gmail.com,Analytic Models for the Primary Site Approach to Fault-Tolerance.,1989,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Derick Wood,37,Irish,De14@gmail.com,Logical and Schematic Characterization of Complexity Classes.,1993,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Norbert Blum,26,Italian,No9@gmail.com,Analytic Models for the Primary Site Approach to Fault-Tolerance.,1989,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Norbert Blum,26,Italian,No9@gmail.com,Concurrent abstract state machines.,2016,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Norbert Blum,26,Italian,No9@gmail.com,Preemptive online algorithms for scheduling with machine cost.,2005,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Martin Seysen,38,Finnish,Ma2@gmail.com,Concurrent abstract state machines.,2016,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Martin Seysen,38,Finnish,Ma2@gmail.com,Logical and Schematic Characterization of Complexity Classes.,1993,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Martin Seysen,38,Finnish,Ma2@gmail.com,Storage Utilization in B*-Trees with a Generalized Overflow Technique.,1983,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,1,Machine Learning,Deep learning,NPL,Reinforcement Learning
Ramachandran Vaidyanathan,46,American,Ra3@gmail.com,Preemptive online algorithms for scheduling with machine cost.,2005,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Ramachandran Vaidyanathan,46,American,Ra3@gmail.com,Logical and Schematic Characterization of Complexity Classes.,1993,International Conference on Machine Learning,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Ramachandran Vaidyanathan,46,American,Ra3@gmail.com,Storage Utilization in B*-Trees with a Generalized Overflow Technique.,1983,International Conference on Machine Learning,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,Machine Learning,Deep learning,NPL,Reinforcement Learning
Ramachandran Vaidyanathan,46,American,Ra3@gmail.com,View selection forrealconjunctive queries.,2007,International Conference on Machine Learning,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Machine Learning,Deep learning,NPL,Reinforcement Learning
Ramachandran Vaidyanathan,46,American,Ra3@gmail.com,A Run-Time Load Balancing Strategy for Highly Parallel Systems.,1992,International Conference on Machine Learning,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Machine Learning,Deep learning,NPL,Reinforcement Learning
Carlos R. P. Hartmann,77,Swedish,Ca19@gmail.com,Logical and Schematic Characterization of Complexity Classes.,1993,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Carlos R. P. Hartmann,77,Swedish,Ca19@gmail.com,Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,2007,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Pramod K. Varshney,49,French,Pr3@gmail.com,Storage Utilization in B*-Trees with a Generalized Overflow Technique.,1983,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Pramod K. Varshney,49,French,Pr3@gmail.com,A Run-Time Load Balancing Strategy for Highly Parallel Systems.,1992,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Zheng-Zhu Li,28,British,Zh4@gmail.com,A Logic-Based Approach to Program Flow Analysis.,1998,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Zheng-Zhu Li,28,British,Zh4@gmail.com,On constructibility and unconstructibility of LTS operators from other LTS operators.,2015,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Y. S. Tsai,70,Greece,Y.5@gmail.com,An Algorithmic and Complexity Analysis of Interpolation Search.,1980,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Y. S. Tsai,70,Greece,Y.5@gmail.com,Possibility and Impossibility Results in a Shared Memory Environment.,1996,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Karel Culik II,36,Swedish,Ka9@gmail.com,An Algorithmic and Complexity Analysis of Interpolation Search.,1980,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Karel Culik II,36,Swedish,Ka9@gmail.com,On constructibility and unconstructibility of LTS operators from other LTS operators.,2015,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Karel Culik II,36,Swedish,Ka9@gmail.com,Possibility and Impossibility Results in a Shared Memory Environment.,1996,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Arto Salomaa,67,American,Ar12@gmail.com,Type-based hot swapping of running modules.,2005,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
