AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,JournalName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Leonidas J. Guibas,39,British,Le12@gmail.com,Efficient systematic clustering method fork-anonymization.,2009,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Electronic warfare engineering,networking,parallel and distributed computation,type theory
Clement H. C. Leung,42,British,Cl12@gmail.com,Precise parameter synthesis for stochastic biochemical systems.,2009,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Secure data processing,drug discovery,Security,human-centred design in intelligent environments
Clement H. C. Leung,42,British,Cl12@gmail.com,Efficient systematic clustering method fork-anonymization.,2013,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,human-centred design in intelligent environments,computer security,Safe Computing,Finding roots of nonlinear equations
Clement H. C. Leung,42,British,Cl12@gmail.com,Optimization in temporal qualitative constraint networks.,2013,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,vision and graphics,affective computing,Internet of Things,Internet of Things
Qui Hoon Choo,64,American,Qu5@gmail.com,Efficient systematic clustering method fork-anonymization.,2013,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Medical device software,digital technology for older people,computational biology,Secure data processing
Qui Hoon Choo,64,American,Qu5@gmail.com,Optimization in temporal qualitative constraint networks.,2012,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,concurrency,Telephony,distributed programming,database systems
Qui Hoon Choo,64,American,Qu5@gmail.com,Reducing non-determinism in right nulled GLR parsers.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,pervasive computing and collaboration,Heating Ventilation,data transformation,algebra
Qui Hoon Choo,64,American,Qu5@gmail.com,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,2012,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,computational complexity,Biomedical Image Analysis,Safe Computing,computer security
Stephan Heilbrunner,72,Mexican,St10@gmail.com,Reducing non-determinism in right nulled GLR parsers.,2009,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,digital technology for older people,Consistency,program analysis,Automotive software
Stephan Heilbrunner,72,Mexican,St10@gmail.com,Abstract reduction in directed model checking CCS processes.,2007,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,concurrency,parallel and distributed computation,Computer Vision,artificial intelligence
Niklaus Wirth,30,Swedish,Ni8@gmail.com,Abstract reduction in directed model checking CCS processes.,2007,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Scalable internet services,drug design,data transformation,computational economics
Niklaus Wirth,30,Swedish,Ni8@gmail.com,Compositional construction of most general controllers.,2014,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,language semantics,Secure data processing,Machine Learning,program analysis
Achim D. Brucker,35,British,Ac9@gmail.com,The Implementation of Retention in a Coroutine Environment.,2014,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,digital health,computer security,using data to design user interfaces,language semantics
Burkhart Wolff,50,Mexican,Bu18@gmail.com,Abstract reduction in directed model checking CCS processes.,2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,language semantics,digital health,Interpolation and approximation,Energy lab
Burkhart Wolff,50,Mexican,Bu18@gmail.com,The Implementation of Retention in a Coroutine Environment.,2013,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Reinforcement Learning,pervasive computing and collaboration,language semantics,Computational Video
Hermann K.-G. Walter,76,Norwegian,He12@gmail.com,Through the Mincing Machine with a Boolean Layer Cake.,2010,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Image-based Rendering and Animation,Electronic warfare engineering,automated theorem proving,Augmented Reality
Hermann K.-G. Walter,76,Norwegian,He12@gmail.com,The Implementation of Retention in a Coroutine Environment.,2007,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,3D Modelling of Humans,Internet of Things,Optimization,genome assembly
Hermann K.-G. Walter,76,Norwegian,He12@gmail.com,Asymptotic Expansions of the Mergesort Recurrences.,2013,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Privacy,vision and graphics,Robotics,Deep Learning
Martin Kutrib,42,Greece,Ma10@gmail.com,The Implementation of Retention in a Coroutine Environment.,2005,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Medical device software,Reinforcement Learning,computational complexity,using data to design user interfaces
Martin Kutrib,42,Greece,Ma10@gmail.com,Logic for Improving Integrity Checking in Relational Data Bases.,2006,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,computational complexity,genome assembly,Computer Vision,Heating Ventilation
Martin Kutrib,42,Greece,Ma10@gmail.com,Correct hardware synthesis - An algebraic approach.,2012,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,sequence alignment,probabilistic computation,type theory,data transformation
Andreas Malcher,29,Greece,An17@gmail.com,The Implementation of Retention in a Coroutine Environment.,2009,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Malware,Secure Passwords,affective computing,Mobile Protection
Andreas Malcher,29,Greece,An17@gmail.com,Asymptotic Expansions of the Mergesort Recurrences.,2012,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,networking,Numerical quadrature,Computer Vision,computational complexity
Andreas Malcher,29,Greece,An17@gmail.com,Logic for Improving Integrity Checking in Relational Data Bases.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,gene finding,Consistency,Reinforcement Learning,cryptography
Andreas Malcher,29,Greece,An17@gmail.com,EOL Forms.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,algebra,Privacy,using data to design user interfaces,Computer Vision
Matthias Wendlandt,34,Scottish,Ma3@gmail.com,Asymptotic Expansions of the Mergesort Recurrences.,2010,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,parallel and distributed computation,Energy lab,domain-specific languages,algebra
Bernhard Mescheder,56,Finnish,Be5@gmail.com,Correct hardware synthesis - An algebraic approach.,2007,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,Numerical quadrature,Heating Ventilation,vision and graphics,parallel and distributed computation
Bernhard Mescheder,56,Finnish,Be5@gmail.com,EOL Forms.,2013,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,coordination and reliability,type theory,Mobile Protection,language implementation
Bernhard Mescheder,56,Finnish,Be5@gmail.com,Finite Complete Rewriting Systems and the Complexity of the Word Problem.,2006,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Heating Ventilation,Data Breaches,distributed programming,Secure Passwords
Jan Strejcek,64,Irish,Ja7@gmail.com,The Method of Forced Enumeration for Nondeterministic Automata.,2007,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Interpolation and approximation,drug design,quantum computation,Telemetry
Jan Strejcek,64,Irish,Ja7@gmail.com,On the Expressiveness of Subset-Sum Representations.,2005,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,computational complexity,algebra,Computational Video,artificial intelligence
Jan Strejcek,64,Irish,Ja7@gmail.com,A Note on Multi-queue Scheduling of Two Tasks.,2007,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,quantum computation,gene finding,Safe Computing,gene finding
Thomas P. Murtagh,39,Canadian,Th12@gmail.com,On the Expressiveness of Subset-Sum Representations.,2006,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Numerical quadrature,distributed programming,Secure data processing,Numerical linear algebra
Adam L. Buchsbaum,25,Greece,Ad2@gmail.com,Finite Complete Rewriting Systems and the Complexity of the Word Problem.,2007,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,Numerical quadrature,Computer Vision,database systems,automata theory
Adam L. Buchsbaum,25,Greece,Ad2@gmail.com,A Note on Multi-queue Scheduling of Two Tasks.,2012,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,computer security,Recommender Systems,Scalable internet services,Elementary and special functions
Adam L. Buchsbaum,25,Greece,Ad2@gmail.com,Petri Net Algorithms in the Theory of Matrix Grammars.,2010,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Electronic warfare engineering,Numerical quadrature,genome assembly,Online Scams
Adam L. Buchsbaum,25,Greece,Ad2@gmail.com,Decision Problems Concerning Thinness and Slenderness of Formal Languages.,2011,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,language semantics,3D Scene Analysis,Augmented Reality,Finding roots of nonlinear equations
Rajamani Sundar,61,Swedish,Ra13@gmail.com,On the Expressiveness of Subset-Sum Representations.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Electronic warfare engineering,Finding roots of nonlinear equations,Data Breaches,Robotics
Rajamani Sundar,61,Swedish,Ra13@gmail.com,A Note on Multi-queue Scheduling of Two Tasks.,2013,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,digital technology for older people,coordination and reliability,Data storage and physical design,networking
Rajamani Sundar,61,Swedish,Ra13@gmail.com,Petri Net Algorithms in the Theory of Matrix Grammars.,2009,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,distributed programming,Metadata management,Data cleaning,computational complexity
Rajamani Sundar,61,Swedish,Ra13@gmail.com,Decision Problems Concerning Thinness and Slenderness of Formal Languages.,2010,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,Heating Ventilation,Service and cloud computing,Computer Vision,Data cleaning
Rajamani Sundar,61,Swedish,Ra13@gmail.com,General Correctness: A Unification of Partial and Total Correctness.,2011,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,data transformation,vision and graphics,Consistency,Robotics
Robert Endre Tarjan,52,German,Ro16@gmail.com,A Note on Multi-queue Scheduling of Two Tasks.,2011,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Robotics,Data cleaning,Natural Language Processing,Image-based Rendering and Animation
Robert Endre Tarjan,52,German,Ro16@gmail.com,Petri Net Algorithms in the Theory of Matrix Grammars.,2014,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,affective computing,automated theorem proving,networking,Reinforcement Learning
Robert Endre Tarjan,52,German,Ro16@gmail.com,Decision Problems Concerning Thinness and Slenderness of Formal Languages.,2011,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Medical device software,Energy lab,probabilistic computation,computer security
Yuxi Fu,66,French,Yu16@gmail.com,Petri Net Algorithms in the Theory of Matrix Grammars.,2012,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,program analysis,Telemetry,sequence alignment,Telephony
Yuxi Fu,66,French,Yu16@gmail.com,Decision Problems Concerning Thinness and Slenderness of Formal Languages.,2008,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,type theory,pervasive computing and collaboration,Machine Learning for Computer Vision,Secure data processing
Yuxi Fu,66,French,Yu16@gmail.com,Stratified Balanced Search Trees.,2008,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,pervasive computing and collaboration,automata theory,Finding roots of nonlinear equations,Numerical linear algebra
Yuxi Fu,66,French,Yu16@gmail.com,Purely Top-Down Updating Algorithms for Stratified Search Trees.,2011,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Secure Passwords,automata theory,Natural Language Processing,algebra
Norbert Ramsperger,57,Greece,No9@gmail.com,General Correctness: A Unification of Partial and Total Correctness.,2008,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Electronic warfare engineering,Image-based Rendering and Animation,drug discovery,computational economics
Kim S. Larsen,46,Canadian,Ki10@gmail.com,General Correctness: A Unification of Partial and Total Correctness.,2005,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Finding roots of nonlinear equations,Mobile Protection,Mobile Protection,Secure data processing
