"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","ConferenceName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","EditionName","Review1Name","Review2Name","Review3Name"
"534",534,534,"Ricardo A. Baeza-Yates",28,"Irish","Ri8@gmail.com","A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.",1975,"IEEE Transactions on Cybernetics","Italy","222-4-14-100311-5","5.6164/11611197995254",78,117,4,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Symeon Bozapalidis",1,"Juha Honkala",0,"Symeon Bozapalidis",1,"IEEE Transactions on Cybernetics 4","Symeon Bozapalidis reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.","Juha Honkala reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.","Symeon Bozapalidis reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions."
"535",535,535,"Ricardo A. Baeza-Yates",28,"Irish","Ri8@gmail.com","Optimal covers in the relational database model.",2016,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Tjalling Gelsema",1,"Charlie Svahnberg",1,"M. Italiani",1,"Information Sciences 14","Tjalling Gelsema reviews  Optimal covers in the relational database model.","Charlie Svahnberg reviews  Optimal covers in the relational database model.","M. Italiani reviews  Optimal covers in the relational database model."
"536",536,536,"Ricardo A. Baeza-Yates",28,"Irish","Ri8@gmail.com","Integrating Code Generation and Peephole Optimization.",1988,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Zheng-Zhu Li",0,"Alan Fekete",0,"Michael Brand",0,"NeuroImage 7","Zheng-Zhu Li reviews  Integrating Code Generation and Peephole Optimization.","Alan Fekete reviews  Integrating Code Generation and Peephole Optimization.","Michael Brand reviews  Integrating Code Generation and Peephole Optimization."
"537",537,537,"Emanuela Fachini",49,"Swedish","Em12@gmail.com","A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.",1975,"IEEE Conference on Computer Vision and Pattern Recognition","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Manfred P. Stadel",0,"Siegfried Bublitz",0,"Ismo Hakala",0,"IEEE Conference on Computer Vision and Pattern Recognition 21","Manfred P. Stadel reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.","Siegfried Bublitz reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.","Ismo Hakala reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions."
"538",538,538,"Angelo Monti",50,"Scottish","An17@gmail.com","A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.",1975,"Annual Conference on Neural Information Processing Systems","Brazil","437-2-12-100288-0","1.7913/103109114976672",57,159,2,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Teodor Knapik",1,"Adrian Atanasiu",1,"Axel van Lamsweerde",0,"Annual Conference on Neural Information Processing Systems 2","Teodor Knapik reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.","Adrian Atanasiu reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.","Axel van Lamsweerde reviews  A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions."
"539",539,539,"Angelo Monti",50,"Scottish","An17@gmail.com","Optimal covers in the relational database model.",2016,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","William R. Franta",1,"George Markowsky",0,"Rudolf Berghammer",1,"International Conference on Machine Learning 3","William R. Franta reviews  Optimal covers in the relational database model.","George Markowsky reviews  Optimal covers in the relational database model.","Rudolf Berghammer reviews  Optimal covers in the relational database model."
"540",540,540,"Margherita Napoli",74,"Irish","Ma11@gmail.com","Integrating Code Generation and Peephole Optimization.",1988,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Ecuador","738-8-4-100052-6","7.2263/1181101111226406",66,160,17,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Andrzej Blikle",0,"George Humfeld",0,"Charles N. Fischer",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 17","Andrzej Blikle reviews  Integrating Code Generation and Peephole Optimization.","George Humfeld reviews  Integrating Code Generation and Peephole Optimization.","Charles N. Fischer reviews  Integrating Code Generation and Peephole Optimization."
"541",541,541,"Margherita Napoli",74,"Irish","Ma11@gmail.com","Is Text Compression by Prefixes and Suffixes Practical?",1983,"Annual Conference on Neural Information Processing Systems","Brazil","437-2-12-100288-0","1.7913/103109114976672",57,159,2,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Juha Honkala",0,"Joakim von Wright",0,"Borivoj Melichar",0,"Annual Conference on Neural Information Processing Systems 2","Juha Honkala reviews  Is Text Compression by Prefixes and Suffixes Practical?","Joakim von Wright reviews  Is Text Compression by Prefixes and Suffixes Practical?","Borivoj Melichar reviews  Is Text Compression by Prefixes and Suffixes Practical?"
"542",542,542,"Margherita Napoli",74,"Irish","Ma11@gmail.com","Methods for the Automatic Construction of Error Correcting Parsers.",1980,"Transactions on Geoscience and Remote Sensing","Israel","565-5-19-100564-8","3.1030/9911497115898",14,72,23,"sequence alignment","gene finding","genome assembly","drug design","Marco Roccetti",1,"Yijie Han",1,"Sandeep Sen",0,"Transactions on Geoscience and Remote Sensing 23","Marco Roccetti reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Yijie Han reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Sandeep Sen reviews  Methods for the Automatic Construction of Error Correcting Parsers."
"543",543,543,"Domenico Parente",25,"Irish","Do16@gmail.com","Is Text Compression by Prefixes and Suffixes Practical?",1983,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Piero R. Torrigiani",1,"Zvi Galil",1,"Karl Meinke",1,"International Conference on Machine Learning 3","Piero R. Torrigiani reviews  Is Text Compression by Prefixes and Suffixes Practical?","Zvi Galil reviews  Is Text Compression by Prefixes and Suffixes Practical?","Karl Meinke reviews  Is Text Compression by Prefixes and Suffixes Practical?"
"544",544,544,"Domenico Parente",25,"Irish","Do16@gmail.com","Methods for the Automatic Construction of Error Correcting Parsers.",1980,"Transactions on Geoscience and Remote Sensing","Israel","565-5-19-100564-8","3.1030/9911497115898",14,72,23,"sequence alignment","gene finding","genome assembly","drug design","Wuu Yang",1,"Mila E. Majster-Cederbaum",1,"Vincent Vajnovszki",0,"Transactions on Geoscience and Remote Sensing 23","Wuu Yang reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Mila E. Majster-Cederbaum reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Vincent Vajnovszki reviews  Methods for the Automatic Construction of Error Correcting Parsers."
"545",545,545,"Domenico Parente",25,"Irish","Do16@gmail.com","Ordered Attributed Grammars.",1980,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Sanjeev Saxena",1,"Naoki Kobayashi 0001",0,"Ursula Goltz",0,"IEEE Transactions on Information Theory 5","Sanjeev Saxena reviews  Ordered Attributed Grammars.","Naoki Kobayashi 0001 reviews  Ordered Attributed Grammars.","Ursula Goltz reviews  Ordered Attributed Grammars."
"546",546,546,"Giuseppe Della Penna",67,"Irish","Gi8@gmail.com","Is Text Compression by Prefixes and Suffixes Practical?",1983,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Adam L. Buchsbaum",1,"Charles N. Fischer",0,"Philip Heidelberger",1,"Annual Meeting of the Association for Computational Linguistics 28","Adam L. Buchsbaum reviews  Is Text Compression by Prefixes and Suffixes Practical?","Charles N. Fischer reviews  Is Text Compression by Prefixes and Suffixes Practical?","Philip Heidelberger reviews  Is Text Compression by Prefixes and Suffixes Practical?"
"547",547,547,"Giuseppe Della Penna",67,"Irish","Gi8@gmail.com","Methods for the Automatic Construction of Error Correcting Parsers.",1980,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Arnold L. Rosenberg",1,"Emanuela Fachini",1,"Yo-Sub Han",0,"IEEE Transactions on Information Theory 5","Arnold L. Rosenberg reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Emanuela Fachini reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Yo-Sub Han reviews  Methods for the Automatic Construction of Error Correcting Parsers."
"548",548,548,"Giuseppe Della Penna",67,"Irish","Gi8@gmail.com","Ordered Attributed Grammars.",1980,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Liuba Shrira",1,"Gian Luigi Ferrari",0,"Walter Vogler",1,"NeuroImage 7","Liuba Shrira reviews  Ordered Attributed Grammars.","Gian Luigi Ferrari reviews  Ordered Attributed Grammars.","Walter Vogler reviews  Ordered Attributed Grammars."
"549",549,549,"Giuseppe Della Penna",67,"Irish","Gi8@gmail.com","Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.",1999,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Alain Finkel",1,"Derick Wood",0,"Pramod K. Varshney",0,"Information Sciences 14","Alain Finkel reviews  Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.","Derick Wood reviews  Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.","Pramod K. Varshney reviews  Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing."
"550",550,550,"Benedetto Intrigila",66,"Scottish","Be0@gmail.com","Methods for the Automatic Construction of Error Correcting Parsers.",1980,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Carlos R. P. Hartmann",1,"Kai Salomaa",0,"David Pager",0,"Information Sciences 14","Carlos R. P. Hartmann reviews  Methods for the Automatic Construction of Error Correcting Parsers.","Kai Salomaa reviews  Methods for the Automatic Construction of Error Correcting Parsers.","David Pager reviews  Methods for the Automatic Construction of Error Correcting Parsers."
"551",551,551,"Benedetto Intrigila",66,"Scottish","Be0@gmail.com","Ordered Attributed Grammars.",1980,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Ecuador","738-8-4-100052-6","7.2263/1181101111226406",66,160,17,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Zohar Manna",0,"Borivoj Melichar",0,"Ralf Wollowski",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 17","Zohar Manna reviews  Ordered Attributed Grammars.","Borivoj Melichar reviews  Ordered Attributed Grammars.","Ralf Wollowski reviews  Ordered Attributed Grammars."
"552",552,552,"Benedetto Intrigila",66,"Scottish","Be0@gmail.com","Linearly bounded infinite graphs.",2006,"IEEE Transactions on Cybernetics","Italy","222-4-14-100311-5","5.6164/11611197995254",78,117,4,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Manfred P. Stadel",1,"Frank S. de Boer",0,"Jacques Labetoulle",0,"IEEE Transactions on Cybernetics 4","Manfred P. Stadel reviews  Linearly bounded infinite graphs.","Frank S. de Boer reviews  Linearly bounded infinite graphs.","Jacques Labetoulle reviews  Linearly bounded infinite graphs."
"553",553,553,"Benedetto Intrigila",66,"Scottish","Be0@gmail.com","A Practical Example of the Specification of Abstract Data Types.",1980,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Stavros Konstantinidis",0,"Carroll Morgan",1,"Carlos R. P. Hartmann",0,"International Conference on Machine Learning 3","Stavros Konstantinidis reviews  A Practical Example of the Specification of Abstract Data Types.","Carroll Morgan reviews  A Practical Example of the Specification of Abstract Data Types.","Carlos R. P. Hartmann reviews  A Practical Example of the Specification of Abstract Data Types."
"554",554,554,"Enrico Tronci",72,"Italian","En0@gmail.com","Linearly bounded infinite graphs.",2006,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Rob J. van Glabbeek",1,"Sheng Yu",1,"S. B. Quiring",1,"AAAI Conference on Artificial Intelligence 6","Rob J. van Glabbeek reviews  Linearly bounded infinite graphs.","Sheng Yu reviews  Linearly bounded infinite graphs.","S. B. Quiring reviews  Linearly bounded infinite graphs."
"555",555,555,"Enrico Tronci",72,"Italian","En0@gmail.com","On 3-Head Versus 2-Head Finite Automata.",1974,"European Conference on Computer Vision","Russia","253-5-13-100302-5","7.7955/1101221211108518",83,88,12,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Michiel H. M. Smid",1,"Alain Finkel",1,"Mogens Nielsen",0,"European Conference on Computer Vision 12","Michiel H. M. Smid reviews  On 3-Head Versus 2-Head Finite Automata.","Alain Finkel reviews  On 3-Head Versus 2-Head Finite Automata.","Mogens Nielsen reviews  On 3-Head Versus 2-Head Finite Automata."
