"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","JournalName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","VolumeName","Review1Name","Review2Name","Review3Name"
"623",623,623,"Qui Hoon Choo",64,"American","Qu5@gmail.com","Efficient systematic clustering method fork-anonymization.",2013,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"Medical device software","digital technology for older people","computational biology","Secure data processing","Grzegorz Rozenberg",1,"Teuvo Laurinolli",0,"Adam L. Buchsbaum",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","Grzegorz Rozenberg reviews  Efficient systematic clustering method fork-anonymization.","Teuvo Laurinolli reviews  Efficient systematic clustering method fork-anonymization.","Adam L. Buchsbaum reviews  Efficient systematic clustering method fork-anonymization."
"624",624,624,"Qui Hoon Choo",64,"American","Qu5@gmail.com","Optimization in temporal qualitative constraint networks.",2012,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"concurrency","Telephony","distributed programming","database systems","Axel van Lamsweerde",0,"Alan J. Perlis",1,"Pradip K. Srimani",0,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","Axel van Lamsweerde reviews  Optimization in temporal qualitative constraint networks.","Alan J. Perlis reviews  Optimization in temporal qualitative constraint networks.","Pradip K. Srimani reviews  Optimization in temporal qualitative constraint networks."
"625",625,625,"Qui Hoon Choo",64,"American","Qu5@gmail.com","Reducing non-determinism in right nulled GLR parsers.",2005,"Artificial Intelligence","Ecuador","884-2-10-100626-4","6.446/1011041061042659","25","157",15,"pervasive computing and collaboration","Heating Ventilation","data transformation","algebra","Peter Lipps",0,"Mark de Berg",1,"Joost Engelfriet",1,"Artificial Intelligence 25","Peter Lipps reviews  Reducing non-determinism in right nulled GLR parsers.","Mark de Berg reviews  Reducing non-determinism in right nulled GLR parsers.","Joost Engelfriet reviews  Reducing non-determinism in right nulled GLR parsers."
"626",626,626,"Qui Hoon Choo",64,"American","Qu5@gmail.com","Deciding probabilistic bisimilarity over infinite-state probabilistic systems.",2012,"Machine Learning","Netherlands","187-6-5-100382-7","5.6142/100104991088801","85","138",12,"computational complexity","Biomedical Image Analysis","Safe Computing","computer security","Ralph-Johan Back",0,"Simant Dube",1,"Joost Engelfriet",0,"Machine Learning 85","Ralph-Johan Back reviews  Deciding probabilistic bisimilarity over infinite-state probabilistic systems.","Simant Dube reviews  Deciding probabilistic bisimilarity over infinite-state probabilistic systems.","Joost Engelfriet reviews  Deciding probabilistic bisimilarity over infinite-state probabilistic systems."
"627",627,627,"Stephan Heilbrunner",72,"Mexican","St10@gmail.com","Reducing non-determinism in right nulled GLR parsers.",2009,"Decision Support Systems","Sweden","427-0-12-100429-6","1.3550/1221211031117984","77","195",17,"digital technology for older people","Consistency","program analysis","Automotive software","Martin Seysen",0,"John Darlington",1,"John B. Kam",0,"Decision Support Systems 77","Martin Seysen reviews  Reducing non-determinism in right nulled GLR parsers.","John Darlington reviews  Reducing non-determinism in right nulled GLR parsers.","John B. Kam reviews  Reducing non-determinism in right nulled GLR parsers."
"628",628,628,"Stephan Heilbrunner",72,"Mexican","St10@gmail.com","Abstract reduction in directed model checking CCS processes.",2007,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"concurrency","parallel and distributed computation","Computer Vision","artificial intelligence","Alain Finkel",1,"Jacques Labetoulle",0,"Serge Haddad",0,"IEEE Transactions on Computers 79","Alain Finkel reviews  Abstract reduction in directed model checking CCS processes.","Jacques Labetoulle reviews  Abstract reduction in directed model checking CCS processes.","Serge Haddad reviews  Abstract reduction in directed model checking CCS processes."
"629",629,629,"Niklaus Wirth",30,"Swedish","Ni8@gmail.com","Abstract reduction in directed model checking CCS processes.",2007,"Neural Computation","Australia","710-0-11-100051-3","7.1395/9711399972279","23","81",4,"Scalable internet services","drug design","data transformation","computational economics","Ivan Hal Sudborough",0,"Y. Daniel Liang",0,"Marco Pazzaglia",1,"Neural Computation 23","Ivan Hal Sudborough reviews  Abstract reduction in directed model checking CCS processes.","Y. Daniel Liang reviews  Abstract reduction in directed model checking CCS processes.","Marco Pazzaglia reviews  Abstract reduction in directed model checking CCS processes."
"630",630,630,"Niklaus Wirth",30,"Swedish","Ni8@gmail.com","Compositional construction of most general controllers.",2014,"ACM Transactions on Database Systems","Canada","652-3-0-100702-8","5.8643/991031091186135","50","125",11,"language semantics","Secure data processing","Machine Learning","program analysis","Ralf Wollowski",0,"Robert Endre Tarjan",0,"Teruo Hikita",1,"ACM Transactions on Database Systems 50","Ralf Wollowski reviews  Compositional construction of most general controllers.","Robert Endre Tarjan reviews  Compositional construction of most general controllers.","Teruo Hikita reviews  Compositional construction of most general controllers."
"631",631,631,"Achim D. Brucker",35,"British","Ac9@gmail.com","The Implementation of Retention in a Coroutine Environment.",2014,"Machine Learning","Netherlands","187-6-5-100382-7","5.6142/100104991088801","85","138",12,"digital health","computer security","using data to design user interfaces","language semantics","Sang-Ki Ko",1,"Sanjeev Saxena",0,"Ann E. Kelley Sobel",1,"Machine Learning 85","Sang-Ki Ko reviews  The Implementation of Retention in a Coroutine Environment.","Sanjeev Saxena reviews  The Implementation of Retention in a Coroutine Environment.","Ann E. Kelley Sobel reviews  The Implementation of Retention in a Coroutine Environment."
"632",632,632,"Burkhart Wolff",50,"Mexican","Bu18@gmail.com","Abstract reduction in directed model checking CCS processes.",2007,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"language semantics","digital health","Interpolation and approximation","Energy lab","Derick Wood",1,"Stephan Heilbrunner",1,"Grzegorz Rozenberg",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","Derick Wood reviews  Abstract reduction in directed model checking CCS processes.","Stephan Heilbrunner reviews  Abstract reduction in directed model checking CCS processes.","Grzegorz Rozenberg reviews  Abstract reduction in directed model checking CCS processes."
"633",633,633,"Burkhart Wolff",50,"Mexican","Bu18@gmail.com","The Implementation of Retention in a Coroutine Environment.",2013,"Annual Review of Information Science and Technology","Brazil","716-6-11-100606-8","0.5624/103118110106696","37","89",21,"Reinforcement Learning","pervasive computing and collaboration","language semantics","Computational Video","Marco Roccetti",1,"Jon Louis Bentley",0,"Cheng-Chih Huang",1,"Annual Review of Information Science and Technology 37","Marco Roccetti reviews  The Implementation of Retention in a Coroutine Environment.","Jon Louis Bentley reviews  The Implementation of Retention in a Coroutine Environment.","Cheng-Chih Huang reviews  The Implementation of Retention in a Coroutine Environment."
"634",634,634,"Hermann K.-G. Walter",76,"Norwegian","He12@gmail.com","Through the Mincing Machine with a Boolean Layer Cake.",2010,"ACM Transactions on Algorithms","Australia","464-1-18-100009-6","2.2853/105117991209420","46","58",14,"Image-based Rendering and Animation","Electronic warfare engineering","automated theorem proving","Augmented Reality","Michael Evangelist",1,"Serge Haddad",0,"Thierry Fleury",0,"ACM Transactions on Algorithms 46","Michael Evangelist reviews  Through the Mincing Machine with a Boolean Layer Cake.","Serge Haddad reviews  Through the Mincing Machine with a Boolean Layer Cake.","Thierry Fleury reviews  Through the Mincing Machine with a Boolean Layer Cake."
"635",635,635,"Hermann K.-G. Walter",76,"Norwegian","He12@gmail.com","The Implementation of Retention in a Coroutine Environment.",2007,"ACM Transactions on Graphics","Italy","457-8-10-100783-0","9.2664/1011171101154587","13","90",24,"3D Modelling of Humans","Internet of Things","Optimization","genome assembly","Marjan Sirjani",1,"Pietro Sala",1,"Hans-Peter Kriegel",0,"ACM Transactions on Graphics 13","Marjan Sirjani reviews  The Implementation of Retention in a Coroutine Environment.","Pietro Sala reviews  The Implementation of Retention in a Coroutine Environment.","Hans-Peter Kriegel reviews  The Implementation of Retention in a Coroutine Environment."
"636",636,636,"Hermann K.-G. Walter",76,"Norwegian","He12@gmail.com","Asymptotic Expansions of the Mergesort Recurrences.",2013,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"Privacy","vision and graphics","Robotics","Deep Learning","Heiko Vogler",1,"Heiko Vogler",1,"Rodney W. Topor",0,"IEEE Transactions on Computers 79","Heiko Vogler reviews  Asymptotic Expansions of the Mergesort Recurrences.","Heiko Vogler reviews  Asymptotic Expansions of the Mergesort Recurrences.","Rodney W. Topor reviews  Asymptotic Expansions of the Mergesort Recurrences."
"637",637,637,"Martin Kutrib",42,"Greece","Ma10@gmail.com","The Implementation of Retention in a Coroutine Environment.",2005,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"Medical device software","Reinforcement Learning","computational complexity","using data to design user interfaces","Jacques Leroudier",0,"Sang-Ki Ko",0,"Walter Vogler",1,"IEEE Transactions on Computers 79","Jacques Leroudier reviews  The Implementation of Retention in a Coroutine Environment.","Sang-Ki Ko reviews  The Implementation of Retention in a Coroutine Environment.","Walter Vogler reviews  The Implementation of Retention in a Coroutine Environment."
"638",638,638,"Martin Kutrib",42,"Greece","Ma10@gmail.com","Logic for Improving Integrity Checking in Relational Data Bases.",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"computational complexity","genome assembly","Computer Vision","Heating Ventilation","J. H. Hine",1,"Manfred Paul",1,"Alan J. Perlis",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","J. H. Hine reviews  Logic for Improving Integrity Checking in Relational Data Bases.","Manfred Paul reviews  Logic for Improving Integrity Checking in Relational Data Bases.","Alan J. Perlis reviews  Logic for Improving Integrity Checking in Relational Data Bases."
"639",639,639,"Martin Kutrib",42,"Greece","Ma10@gmail.com","Correct hardware synthesis - An algebraic approach.",2012,"ACM Transactions on Database Systems","Canada","652-3-0-100702-8","5.8643/991031091186135","50","125",11,"sequence alignment","probabilistic computation","type theory","data transformation","Andrzej Ehrenfeucht",1,"Ekkart Kindler",0,"Margherita Napoli",1,"ACM Transactions on Database Systems 50","Andrzej Ehrenfeucht reviews  Correct hardware synthesis - An algebraic approach.","Ekkart Kindler reviews  Correct hardware synthesis - An algebraic approach.","Margherita Napoli reviews  Correct hardware synthesis - An algebraic approach."
"640",640,640,"Andreas Malcher",29,"Greece","An17@gmail.com","The Implementation of Retention in a Coroutine Environment.",2009,"ACM Transactions on Algorithms","Australia","464-1-18-100009-6","2.2853/105117991209420","46","58",14,"Malware","Secure Passwords","affective computing","Mobile Protection","Ann E. Kelley Sobel",0,"Gunter Bolch",0,"Friedrich Otto",1,"ACM Transactions on Algorithms 46","Ann E. Kelley Sobel reviews  The Implementation of Retention in a Coroutine Environment.","Gunter Bolch reviews  The Implementation of Retention in a Coroutine Environment.","Friedrich Otto reviews  The Implementation of Retention in a Coroutine Environment."
"641",641,641,"Andreas Malcher",29,"Greece","An17@gmail.com","Asymptotic Expansions of the Mergesort Recurrences.",2012,"Decision Support Systems","Sweden","427-0-12-100429-6","1.3550/1221211031117984","77","195",17,"networking","Numerical quadrature","Computer Vision","computational complexity","Victor Khomenko",0,"Hans Ulrich Simon",1,"Oded Goldreich 0001",0,"Decision Support Systems 77","Victor Khomenko reviews  Asymptotic Expansions of the Mergesort Recurrences.","Hans Ulrich Simon reviews  Asymptotic Expansions of the Mergesort Recurrences.","Oded Goldreich 0001 reviews  Asymptotic Expansions of the Mergesort Recurrences."
